url,compulsory course,course outcome or overview,topics covered
https://www.nitt.edu/home/academics/departments/ca/programmes/mtech/,Real Time Systems,Gain Knowledge about Schedulability analysis.  Learn about the Real-time programming environments.  Attain knowledge about real time communication and databases.  Develop real time systems.,"Introduction to real time computing - Concepts; Example of real-time applications – Structure of a real time system – Characterization of real time systems and tasks - Hard and Soft timing constraints - Design Challenges - Performance metrics - Prediction of Execution Time : Source code analysis, Micro-architecture level analysis, Cache and pipeline issues- Programming Languages for Real-Time Systems Real time OS – Threads and Tasks – Structure of Microkernel – Time services – Scheduling Mechanisms Communication and Synchronization – Event Notification and Software interrupt Task assignment and Scheduling - Task allocation algorithms - Single-processor and9 Multiprocessor task scheduling - Clock-driven and priority-based scheduling algorithms_x0002_Fault tolerant scheduling Real Time Communication -Network topologies and architecture issues – protocols – contention based, token based, polled bus, deadline based protocol, Fault tolerant routing. RTP and RTCP. Real time Databases – Transaction priorities – Concurrency control issues – Disk scheduling algorithms – Two phase approach to improve predictability."
https://www.nitt.edu/home/academics/departments/ca/programmes/mtech/,Next Generation Databases,Explore the relationship between Big Data and NoSQL databases  Work with NoSQL databases to analyze the big data for useful business applications.  Work with different data models to suit various data representation and storage needs.,Database Revolutions- System Architecture- Relational Database- Database Design_x0002_Data Storage- Transaction Management- Data warehouse and Data Mining- Information Retrieval. Big Data Revolution- CAP Theorem- Birth of NoSQL- Document Database—XML Databases- JSON Document Databases- Graph Databases. Column Databases— Data Warehousing Schemes- Columnar Alternative- Sybase IQ- C_x0002_Store and Vertica- Column Database Architectures- SSD and In-Memory Databases— In_x0002_Memory Databases- Berkeley Analytics Data Stack and Spark. Distributed Database Patterns— Distributed Relational Databases- Non-relational10 Distributed Databases- MongoDB - Sharing and Replication- HBase- Cassandra_x0002_Consistency Models— Types of Consistency- Consistency MongoDB- HBase Consistency- Cassandra Consistency. Data Models and Storage- SQL- NoSQL APIs- Return SQL- Advance Databases— PostgreSQL- Riak- CouchDB- NEO4J- Redis- Future Databases— Revolution Revisited_x0002_Counter revolutionaries- Oracle HQ- Other Convergent Databases- Disruptive Database Technologies
https://www.nitt.edu/home/academics/departments/ca/programmes/mtech/,High Performance Computing,Investigate modern design structures of pipelined and multiprocessors systems.  Write algorithms using parallel programming principle.  Design the architecture of parallel systems.,Principles of Parallel Algorithms- Graph Algorithms- Minimum Spanning Tree- Prim's Algorithm - Single-Source Shortest Paths-Dijkstra's Algorithm - All-Pairs Shortest Paths - -. Algorithms for Sparse Graphs - Search Algorithms for Discrete Optimization Problems - Sequential Search Algorithms - - Parallel Depth-First Search - Parallel Breadth-First Search - Dynamic Programming - Serial Monadic DP Formulations –No serial Monadic DP Formulations - Serial Polyadic DP Formulations. Shared-memory parallel programming with OpenMP- Introduction to OpenMP - Parallel11 execution - Data scoping -OpenMP work sharing for loops - Synchronization Reductions - Loop scheduling - Miscellaneous - Case study-OpenMP-parallel Jacobi algorithm - Advanced OpenMP-Wavefront parallelization - Efficient OpenMP programming - Profiling OpenMP programs. Distributed-memory parallel programming with MPI- Message passing- MPI – example - Messages and point-to-point communication - Collective communication - Non blocking point-to-point communication - Virtual topologies - Example- MPI parallelization of Jacobi solver - Communication parameters -Synchronization_x0002_serialization- contention - Implicit serialization and synchronization - Contention - Reducing communication overhead - Optimal domain decomposition - Aggregating messages - Non blocking vs. asynchronous communication. Hybrid parallelization with MPI and OpenMP- Basic MPI/OpenMP programming models - Vector mode implementation - Task mode implementation - Case study- Hybrid Jacobi solver - MPI taxonomy of thread interoperability - Hybrid decomposition and mapping - Potential benefits and drawbacks of hybrid programming. NVidia – GPU Computing – CUDA – Case studies.
https://www.nitt.edu/home/academics/departments/ca/programmes/mtech/,Machine Learning Lab,Implement and apply machine learning algorithms to solve problems.  Select appropriate algorithms for solving a of real-world problems.  Use machine learning techniques in high-performance computing environment to solve real-world problems.,
https://www.iiitd.ac.in/academics/mtech/ai,Artificial Intelligence,"This is an introductory course in Artificial Intelligence. This course introduces the students to various search techniques, knowledge representation, reasoning, and learning. Students are able to apply basic search techniques for problem solving.Students are able to explain how to represent Knowledge required for problem solving.Students are able to apply reasoning to sift through data.Students are able to utilize AI for application in real world.","Introduction to AI, Knowledge representation using Predicate Logic, 	Blind search and search based on heuristics, Search using constraint satisfaction, 	Adversarial Search (Game playing), Knowledge representation using Frames and Conceptual Dependency, Nature inspired search algorithms, Probabilistic Reasoning: Bayesian Network, Dempser Shafer, Fuzzy Logic, 	Learning: Linear Regression, Perceptron, Neural Networks, 	Planning and Reinforcement Learning, Knowledge representation: Natural Language Processing, Applications"
https://www.iiitd.ac.in/academics/mtech/ai,Introduction to Graduate Algorithms,"Students are able to design and analyse algorithms using techniques like divide and conquer, greedy and dynamic programming. Students are able to use standard data structures like heaps, trees and graphs for designing algorithms.Students are able to prove NP- completeness of problems using reductions.Students are able to state modern techniques to handle intractable problems like randomization, approximation, backtracking search","Review: Discrete mathematics, 	Data structures: Heap, Hash table, Disjoint-set, 	Greedy Algorithm, 	Divide and conquer, Dynamic programming, 	Graph Algorithms, 	NP-completeness, Modern techniques for intracatable problems"
https://www.iiitd.ac.in/academics/mtech/ai,Modern Algortihm Design,"Students are able to use algorithm design techniques in applications where data is imprecise, unavailable or arriving over time. Students are able to use techniques such as randomization, network flows, etc. to design efficient algorithms and heuristics.Students are able to use
appropriate data structures that help solving algorithmic problems efficiently. Students are able to explain
different approaches of dealing with NP-hard optimization problems.","Randomization, 	Skip list and hashing, 	Amortized Analysis and Disjoint Set, Suffix tree and suffix array, 	Linear programming, 	Maximum flow algorithms, Bipartite matching and stable matching, Approximation algorithms, Parallel and external-memory algorithms, 	Online Algorithms, Streaming algorithms, 	Data compression algorithms, Web search algorithms"
https://www.iiitd.ac.in/academics/mtech/ai,Statistical Machine Learning,"Students will be able to understand the various key paradigms for machine learning and pattern classification. Students will be able to apply suitable feature extraction and classification technique to solve a given pattern classification problem. Students will be able to design a
complete machine learning/pattern classification algorithm and evaluate the performance. ","Mathematical review, Introduction to Pattern Recognition and Evaluation Metrics, Bayesian Decision Theory, 	Parameter Estimation, , 	Discriminant Analysis: PCA, LDA, ICA, , Parameter Estimation: MLE, MAP, EM, ,	Non-parametric Estimation - Voronoi, Parzen Windows,  Hidden Markov Models, 	Neural Networks, 	Ensembles: Bagging, Boosting, Consistency of classifiers, Unsupervised Learning, Non-parametric Regression"
https://www.iiitd.ac.in/academics/mtech/ai,Machine Learning,"Explain the different types of learning problems along with some techniques to solve them. 	Model real-world problems, apply different learning techniques and quantitatively evaluate the performance. Identify and use advanced techniques through existing machine learning tools and libraries. Analyze performance of ML techniques and comment on their limitations","Introduction to Machine Learning; Learning Problems and the Risk Minimization Framework, Classification: Naïve Bayes; k-Nearest Neighbors; Decision Trees; Regression: Linear Models, 	Linear Models for Regression & Classification: Linear and Logistic Regression; Practical
Machine Learning: Bias-Variance; Training/Testing; Overfitting; Jackknifing/Cross-Validation; Occam's razor; Regularization and Model Selection, 	Perceptron and Support Vector Machines (primal & dual form.), 	Soft-Margin SVMs; Kernel Methods, 	MLP and Neural Networks, Backpropagation, 		CNN for Image Classification, Object Detection; PCA, Autoencoders and Generative Models, Introduction to Reinforcement Learning (MDPs); Bellman Equation and Dynamic Programming; Value and Policcy Iteration, 	Q-Learning; DQN;
Ensemble Methods: Bagging, Boosting and Adaboost, 	Random Forests;
Unsupervised Learning: k-means clustering; Gaussian Mixture Models; EM, Evolutionary Algorithms; Learning Theory (if time permits)"
http://dcsku.org/MSC%20AI.php,Mathematics of Artificial Intelligence,CO1 Find the relationship between the vectors by the help of vector algebra CO2 Prioritize the components of a matrix with the help of Eigenvalues & eigenvectors CO3 Articulate the concept and derivation of gradients CO4 Describe the role of local-global maxima & minima Gradient algorithms optimization CO5 State the basics conditional probability and its applications CO6 Illustrate the use of Information theory in machine learning algorithms,"MODULE I: Linear Algebra –Review of basic ideas of Vectors and its operations, cosine similarity, orthogonal vectors. Review of vector norms, Vector space and basis, Spanning sets, Linear independence, Bases and Dimension. MODULE II: Matrices, Hadamard product, linear transformation, identity matrix, invertible matrix and inverse, rank, Type of matrices- symmetric, diagonal, orthogonal, orthonormal, positive definite matrix. MODULE III: Calculus – review of Functions, rules of differentiation, partial derivatives, Gradient concept, intuition properties, directional derivative. MODULE IV: Vector and matrix calculus, Eigenvalues & eigenvectors, Jacobian Gradient algorithms,local-global maxima and minima, saddle point, convex functions, gradient descent algorithms- batch, mini-batch, stochastic.MODULE V: Probability - Basic rules and axioms, events, sample space, frequentist approach, dependent and independent events, conditional probability, Random variables- continuous and discrete, expectation, variance. MODULE VI: Distributions- joint and conditional, Bayes’ Theorem, Distributions_x0002_binomial, bernoulli, gaussian. Basics of Information theory- entropy, cross-entropy, mutual information."
http://dcsku.org/MSC%20AI.php,Autonomous Systems and Knowledge Representation,"CO1 Discuss Artificial Intelligence including topics, branches, and applications. CO2 Explain the significance of intelligent agents in the Artificial Intelligence. CO3 Discuss about knowledge representation and its structures. CO4 Compare different reasoning methods and Bayesian networks. CO5 Compare different association rule mining algorithms. CO6 Illustrate how Artificial Intelligence works in Gaming applications (basics only). CO7 Explain the principles, components, operations and other technological advancements in Robotics. CO8 Evaluate a selected robotic expert system and discuss its working principle.","MODULE I: Topics of Artificial Intelligence, Timelines of Artificial Intelligence, Branches of Artificial Intelligence, Applications of Artificial Intelligence. - Intelligent agents - structure, types of agents, environment, autonomous agents. Problem Solving - Production Systems, State space representation. MODULE II: Knowledge Representation - Knowledge Management, Types of Knowledge, Knowledge representation-bases and structures - First Order logic, Unification algorithm, Frames, Conceptual Dependency, Scripts, Semantic network MODULE III: Reasoning - Types of reasoning, Non-monotonic reasoning, reasoning with Fuzzy logic, Rule Based reasoning, Case Based reasoning, Model based reasoning systems. - Bayes rule, Bayesian networks, probabilistic inference, sample applications MODULE IV: Game playing - Minimax procedure, Alpha-Beta pruning, combined approach, Iterative Deepening. MODULEV: Expert systems - characteristics, components. Expert system development, knowledge engineering, application of expert systems. Case studies in expert systems. MODULE VI: Robotics – principles and components, operations, mathematics of robotics, line flow robot, applications of robots, case studies in robotics."
http://dcsku.org/MSC%20AI.php,Algorithms- Complexity and Optimization,"CO1 Write the performance of algorithms in mathematical terms. CO2 Analyze the performance of algorithms. CO3 Explain the algorithm design techniques including Divide and Conquer, Dynamic programming and Backtracking methods. CO4 Prioritize the knowledge of advanced search and heuristic search techniques. CO5 Identify the concepts of decision making theory. CO6 Articulate optimization procedures handled in artificial intelligence.","MODULE I: Concepts in algorithm analysis – the efficiency of algorithms, average and worst – case analysis, asymptotic notation, time and space complexity. Convergence and Regression - Learning via uniform convergence, uniform convergent series, linear regression, correlation, regression analysis MODULE II: Techniques -brute force, divide and conquer, decrease and conquer, dynamic programming, shortest paths, backtracking MODULE III: Heuristic search techniques - Generate and test, Hill climbing, Simulated annealing, Problem reduction, AO* algorithm, Constraints satisfaction, Means - Ends analysis MODULE IV: Search Techniques - Graph search, Depth First Search, Breadth First Search, Iterative Deepening search, Uniform cost search, Greedy method, Best first search, Beam search, Branch and Bound search, A* algorithm. MODULE V: Decision-Making: basics of utility theory, decision theory, sequential decision problems, elementary game theory, sample applications. MODULE VI: Stochastic optimization – Markov chains, Random search, Fuzzy optimization, Reactive search optimization, Tabu search, combinatorial optimization."
http://dcsku.org/MSC%20AI.php,Artificial Intelligence Lab,"CO1 Implement basic python programs. CO2 Implement programs in problem solving and state space search in AI. CO3 Implement algorithms in Divide and conquer Decrease and Conquer, Dynamic Programming, Shortest paths, Backtracking techniques. CO4 Implement algorithms in Graph Search, Depth First Search, Breadth First Search, Iterative Deepening Search, Uniform Cost Search, Greedy Method, Best First Search, Beam Search, Branch and Bound Search, A* Algorithm.",
http://dcsku.org/MSC%20AI.php,Introduction to Machine Learning and Applications,"CO1 Implement basic python programs. CO2 Implement programs in problem solving and state space search in AI. CO3 Implement algorithms in Divide and conquer Decrease and Conquer, Dynamic Programming, Shortest paths, Backtracking techniques. CO4 Implement algorithms in Graph Search, Depth First Search, Breadth First Search, Iterative Deepening Search, Uniform Cost Search, Greedy Method, Best First Search, Beam Search, Branch and Bound Search, A* Algorithm.","CO1 Implement basic python programs. CO2 Implement programs in problem solving and state space search in AI. CO3 Implement algorithms in Divide and conquer Decrease and Conquer, Dynamic Programming, Shortest paths, Backtracking techniques. CO4 Implement algorithms in Graph Search, Depth First Search, Breadth First Search, Iterative Deepening Search, Uniform Cost Search, Greedy Method, Best First Search, Beam Search, Branch and Bound Search, A* Algorithm."
http://dcsku.org/MSC%20AI.php,Theoretical Foundations of Machine Learning,"CO1 Explain the basics of machine learning and applications. CO2 Compare different quantification methods of classification. CO3 Compare different supervised, semi supervised, and unsupervised algorithms. CO4 Explain about reinforcement learning and its different learning methods. CO5 Compare different association rule mining algorithms. CO6 Differentiate different clustering techniques and algorithms. CO7 Implement Support Vector Machine algorithm and its variants. CO8 Explain different learning algorithms based on decision tree.","MODULE I: Learning - Types of learning, learning of Input/ Output Function, history and timelines of machine learning, Aspects of machine learning, Machine Learning Applications and examples, intelligent agents. Quantification of classification - Threshold Fixing, ROC Graphics, ROC formulation MODULE II: Supervised vs. Unsupervised learning - Prediction system, Training, testing and validation datasets, cross validation. Supervised learning model - Bias_x0002_variance trade-off, classification problems. Unsupervised learning model - clustering, data compression, PCA. Semi-supervised learning- self-training, co-training, generative methods, graph-based methods, Semi-supervised SVM. MODULE III: Reinforcement learning - Reinforcement learning model, limitation of reinforcement learning, applications of reinforcement learning. Markov Decision problem, Q-learning, Temporal Difference learning, On-policy and Off-policy learning, learning Automata MODULE IV: Association Rule mining - Concepts and terminology, Apriori algorithm, Probabilistic correlation algorithm, FP-growth algorithm, Eclat algorithm, Sparse Eclat, Tertius algorithm, Treap mining algorithm MODULE V: Clustering - k-Means clustering, Facts about k-means, k-Means clustering weakness. Fuzzy clustering, hierarchical clustering Agglomerative and Divisive Clustering, Hierarchical Agglomerative Clustering, Cluster similarity. MODULE VI: Support Vector Machines- Margins, Learning a maximum hyperplane, Kernel functions, Linear SVM, Non-linear SVM, Applications of SVM. Decision Trees - Decision tree construction, types of decision trees. Decision tree algorithms - C4.5 algorithms, ID3 algorithm, CART, random forest. Univariate trees and Multivariate trees - functional tree, J48 tree,J48-graft, Best-first trees, Naive Bayesian tree."
http://dcsku.org/MSC%20AI.php,Analytics and Data Science,"CO1 Define data science, its scope and applications. CO2 Differentiate data science and data analytics. CO3 Illustrate the statistical and visualization techniques in data science. CO4 Compare different statistical learning models and classifiers. CO5 Compare different machine learning algorithms for data science. CO6 Explain single value decomposition techniques in data science and analysis. CO7 Implement different data science and analysis problems using R programming language.","MODULE I: Introduction: Data Science –Basic concepts, definition and architecture, business analytics and visualization techniques, Different industrial application of Data Science technique. MODULE II: Statistics and Probability: Statistical measures, probability– conditional probability, Baye’s theorem, Probability distributions and standard distributions, density functions, Mathematical expectations and moments, covariance and correlation. MODULE III: Statistical learning - Stochastic processes, Markov process, HMM, Forward - Backward procedure, Viterbi algorithm, Baum-Welch algorithm, Applications of HMM.-Statistical classifiers - Linear classifiers, Fisher linear discriminant, Quadratic classifiers, Naive Bayes classifier, Bayesian networks. MODULE IV: Dimensionality Reduction, Clustering, Association Rules – Apriori algorithm, Anomaly Detection, Spam Filtering, Network Analysis and Recommender Systems. MODULE V: Singular value decomposition - Handwritten digits and simple algorithm - Classification of handwritten digits using SVD bases - Tangent distance - Text Mining. MODULE VI: Familiarization of R-Studio Integrated Development Environment (IDE) – Understanding different data types working with R – Reading/storing data from/in different file types, data manip"
http://dcsku.org/MSC%20AI.php,Database Systems for Big Data ,"CO1 Describe the basic concepts of Database systems and Transactions including ACID properties and Concurrency Control techniques. CO2 Explain in detail about Big Data, its types, characteristics, handling techniques and Big Data databases. CO3 Describe about the architecture, challenges and the applications of Big Data. CO4 Discuss about Hadoop technology, hadoop ecosystem components and its features. CO5 Explain in detail about Hadoop file system- HDFS and MapReduce framework. CO6 Discuss about the NoSQL data store, architecture and its advantages. CO7 Explain the use of MongoDB and implement its basic commands- CRUD operations.","MODULE I :Review of basic concepts, Transaction processing concepts, ACID properties, Schedules, Serializability, Concurrency Control – timestamp and validation concurrency control. MODULE II : Introduction, Big Data concepts, classification of data - structured, semi_x0002_structured and unstructured, Big Data - definition, characteristics, types, Big Data handling techniques, Big Data databases. Introduction to Spark, Big Data architecture and Spark, challenges of Big Data, Big Data applications and case studies- big data and credit risk management, Big Data in healthcare and medicine, Big Data and advertising, Limitations of Big Data. MODULE III : Hadoop Technology- Introduction to hadoop, hadoop and its ecosystem – core components, features of hadoop, hadoop ecosystem components, hadoop streaming and pipes. MODULE IV : Hadoop file system – HDFS, Data storage and file system, MapReduce framework and programming model, hadoop ecosystem tools. MODULE V : NoSQL datastore – Introduction and motivation, Schema less models, Need of NoSQL, Architecture patterns, Features - CAP theorem, Advantages of NoSQL. MODULE VI : MongoDB – Definition, Characteristics, SQL and MongoDB, Data modeling, datatypes, Commands in MongoDB, CRUD operations."
http://dcsku.org/MSC%20AI.php,Machine Learning Lab,"CO1 Implement Python programs using packages such as Numpy, Scipy, Pandas, Scikit-learn, etc. CO2 Implement programs in association rules mining. CO3 Implement algorithms in reinforcement learning. CO4 Implement algorithms in clustering, Decision trees. CO5 Implement algorithms in SVM.",
http://dcsku.org/MSC%20AI.php,Advanced Learning Models,"CO1 Explain about fuzzy systems and networks. CO2 Use fuzzy set theory for solving problems. CO3 Familiar with Neuro-fuzzy systems and EM models. CO4 Describe basic programming structure and control statements in scilab. CO5 Implement KNN, ensemble and adaBoost classifiers for Machine learning. CO6 Compare different ANN networks and working structure. CO7 Compare different Deep architectures and their learning models. C08 Familiarize with different deep frameworks like Tensorflow, Keras, Caffe, GAN.","MODULE I: Fuzzy Network-Fuzzy systems, Info Fuzzy networks, Fuzzy neural systems, Fuzzy logic and fuzzy set, Fuzzy control, defining fuzzy operation, Making Fuzzy decision, Fuzzy reasoning, De-fuzzification, Neuro-fuzzy systems, ANFIS, Types of Neuro-fuzzy Systems, Applications and advantages of Fuzzy systems. Expectation Maximization, General EM, EM algorithm, Features of EM, Mathematics of EM MODULE II: Nearest neighborhood - Distance measure, Hamming distance, Euclidean distance, City Block Distance, Square distance, KNN algorithm, KNN algorithm implications, Nearest Neighborhood applications MODULE III: Ensemble classifier, Types of ensemble, Simple ensemble models, advanced ensemble models, AdaBoost, Bayes Optimal classifier, Bayesian model averaging, Gradient boostingMODULE IV: ANN basics, Types of networks, The perceptron, RBF networks, Self_x0002_organising maps, Adaptive resonance theory, Recurrent neural network, Hopfield networks, Boltzmann machines, Probabilistic neural network MODULE V: Deep architecture -Recurrent and Recursive networks, Bidirectional RNNs, Deep Recurrent Networks, Recursive Neural Networks, LSTM, GRU. Image captioning, word prediction. Deep Belief networks, Convolutional neural networks, Deep reinforcement learning, Geometric stability, Applications of deep learning. MODULE VI: TensorFlow - Implementing object classification and detection using CNN networks using any of deep libraries like Tensorflow, Keras, Caffe. Generative Networks: Auto encoders, Generative Models, GANs framework, GANs application, Variation auto encoders, DCGANS. Instance recognition, Category recognition, Context and scene understanding."
