url,content
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/master-communication-data-science/,"The Master of Science in Communication Data Science is a cross-disciplinary joint degree program offered by the Viterbi School of Engineering and the Annenberg School for Communication and Journalism.

Students will be experts in the emerging field of data science for communication. Graduates will learn about theories and principles underlying human communication and the ways in which people utilize and engage with communication technologies. They will also understand the technical underpinnings of emerging communication platforms, ranging from social media to enterprise collaboration platforms to virtual and augmented reality. They will have the capability to build these technologies and effectively manage teams that do so. They will also master the theoretical and technical tools to investigate and analyze large volumes of data generated by digital communication platforms using machine learning and artificial intelligence.

Upon graduation, students will have not only data science skills but will be uniquely qualified to lead data science teams that require communication expertise. Traditional media outlets ranging from newspapers to network/cable news are hungry for individuals who understand the new technology-enabled social communication paradigms and can help translate this knowledge into new sources of information. An example is the coverage of natural disasters, where it is difficult for media to get on the ground, but where social media allows victims to relay experiences and provide accounts of these situations. How to collect, manage, distribute and capitalize from these news sources is a major challenge in current media.

There are also careers in exploiting emerging communication platforms for marketing and communication. Many technology companies realize the value in employing experts who understand the reception of their products by the public. Communication is now so vital to the function of many products that success and failure are often determined by how well communication is performed, and how seamlessly it integrates into existing platforms. In the corporate world, the need to understand and capitalize on social media is pervasive, and the unique expertise this degree provides leaves graduates well positioned to design creative approaches to reach new audiences. In addition, as technology becomes ubiquitous in society, the role of the informed communicator has become very important in formal and informal formats. There is need for individuals who understand the basics of communication and have enough technology knowledge to provide analysis at a meaningful level.  Finally, there are careers using data science to analyze online activities from a variety of contexts, including entertainment sites, online games, and mobile apps. Recommender systems, opinion mining, and social information diffusion are emerging technologies for the entertainment industry. Online games generate rich data about social interaction and individual behaviors. Many startups seek a combination of communication and data science skills to improve their products and reach new markets."
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-in-environmental-data-science/,"The application of data science to complex environmental problems has become increasingly important in evaluating large-scale environmental challenges. Data science technologies complement interdisciplinary analyses of complex environmental issues ranging over many topics such as climate change, water and air pollution, policy analysis, terrestrial and aquatic ecosystem management, biodiversity and many others. The curriculum is designed to prepare individuals to develop and use sophisticated analytical and computer-based methods to assess and protect the Earth’s natural resources. The USC Masters of Science in Environmental Data Science would provide students with the knowledge and skills to:

Work at the intersection of interdisciplinary fields of environmental science and data science
Leverage data to form and frame relevant questions in environmental management and sustainability, identify patterns, and make actionable insights to understand and protect Earth’s natural resources
Understand the use of emerging technologies in data science and their application to environmental problems
Efficiently integrate data science approaches and systems to analyze real-world environmental data
Students will gain a foundation in the central theories, concepts and principles of natural sciences while training them with data science skills that can be used for environmental problems. The program prepares students for a range of professional paths in research and environmental data management that aligns with skills requirements for positions in such areas as:

state and federal government natural resource regulation, academic research, environmental consultation and non-profit environmental advocacy, restoration planning, conservation and wildlife management, remote sensing specialists, and corporate responsibility and monitoring."
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-in-healthcare-data-science/,"The Master of Science in Healthcare Data Science is a cross-disciplinary joint degree program offered by the Keck School of Medicine and the Viterbi School of Engineering.

Data science for addressing healthcare needs is an increasingly important area for creating novel devices, advancing biomedical research, and developing innovative processes that require integrative approaches linking data systems, analytics, business processes and decision support.  Large amounts of health data are becoming available across all components of the healthcare ecosystem - big data is becoming the norm. Advances in data acquisition, storage, processing and interpretation are blurring the boundaries between traditional health care provision and into mobile devices and the Internet of Things.  As more personal health data are collected, there are more opportunities for disease prevention and monitoring. As life expectancy grows, there is increasing demand for devices and services that support independence and quality of life. From health organizations to startups, there is unprecedented demand for healthcare data science professionals with clinically-grounded experience relevant to current health system needs.

The USC Master of Science in Healthcare Data Science will provide students with the knowledge and skills to:

Understand the requirements and techniques to manage health and healthcare process data collected by healthcare providers and organizations, use it to improve patient care, and analyze it to improve the business processes in and between hospitals, insurance companies, public health agencies, and other components of the healthcare ecosystem
Understand the use of data science in clinical research and translational medicine
Understand the design and development of personal devices and mobile apps to collect health data and to monitor health-related variables
Understand the use of emerging technologies in data science and their application to health and healthcare delivery processes
Gain direct experiences in finding and articulating challenges in healthcare settings that can be met through integrative engineering solutions
Upon graduation, students will have not only data science skills but will be uniquely qualified to join and lead data science teams at health companies and healthcare provider organizations, perform data analytics in health-related startups and tech companies, and develop emerging technologies revolving around health data."
https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-spatial-data-science/,"The Master of Science in Spatial Data Science is a cross-disciplinary joint degree program offered by the Viterbi School of Engineering and the Dornsife College of Letters, Arts and Sciences.

Geospatial data accessibility, spatial decision support systems and geospatial problem solving environments are revolutionizing most industries and disciplines, including health care, marketing, social services, human security, education, environmental sustainability and transportation. Spatial data science professionals draw upon engineering, computer science and spatial sciences principles to solve data-intensive, large-scale, location-based problems.

The USC Master of Science in Spatial Data Science provides students with the knowledge and skills to:

Understand and contribute toward the significant technical and societal challenges created by large location-based data environments, including their architecture, security, integrity, management and scalability;
Understand how spatial data can be acquired and used to support various forms of analysis, modeling and geo-visualization in large data environments; and
Understand how artificial intelligence, machine learning, and data mining can be used to augment the typical geographic information science (GIS) concepts and workflows to intelligently mine data to provide enterprise-centric solutions for a variety of societal challenges and issues spanning the public, private and not-for-profit sectors.
Upon graduation, students will have not only data science skills but will be uniquely qualified to lead data science teams in companies and organizations working with geolocated information, conducting data analytics in startups and tech companies with location-based data, and getting involved with emerging technologies revolving around spatial data.

Students complete a core set of courses to provide a foundation in information engineering, spatial analysis and thinking with their choice of electives to optimize preparation for their preferred career path and unique professional opportunities.

Students will understand the overall field of data science, the role of the analyst and/or data scientist and the domains where spatial data science skills can be applied to critical organization missions. They will understand how data management, data visualization and artificial intelligence techniques (specifically data mining and machine learning) are critical to the spatial analysis process and how these can be applied to real world challenges. Throughout their course work, students will assemble a digital portfolio of work product that is intended to help them demonstrate their capabilities and skills for the job market."
https://viterbigradadmission.usc.edu/programs/masters/msprograms/electrical-computer-engineering/ms-in-electrical-and-computer-engineering-machine-learning-and-data-science/,"Every day, the amount of data (from audio to video, and from electronic health records to browsing interests and shopping preferences) continues to increase, and there is a corresponding explosion of demand from industry for engineers who are trained to extract relevant information from such data so that it can be used to improve modern technology and society. This increased demand for qualified data scientists cannot be met with the current pool of qualified engineers. To meet this need, the Master of Science in  Electrical and Computer Engineering - Machine Learning and Data Science provides students with focused, rigorous training in the theory, methods, and applications of data science, machine learning and signal, and information processing."
https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,"The MS Analytics is a full time 3 to 4 semester program that allows the students to gain knowledge and skills to solve real world problems in a successful career in Analytics and Data Science. It is designed for students trained in engineering disciplines or from other careers with interest in deepening their background in data science, statistics, and math. Basic knowledge of programming is needed to start transitioning into more advanced statistical and machine learning computational tools that are thoroughly covered in the program.

In the program the students learn the skills needed to succeed as data analysts and data scientists including the abilities to summarize and present complex data, to apply machine learning methods to predict the result of different complex scenarios and to convert the data into actionable insights. The program combines statistical and machine learning modeling to solve real problems in today’s data-driven world.
The demand for analytics and data science is sharply increasing and more companies are in-need of these professionals (source shown below). Our graduates work across a wide range of data-driven organizations as focused data scientists in positions such as financial analysts, analytics consultants, analytics managers, and health care analysts, in industries such as Retail, Banking, Entertainment, Health care, Manufacturing, Government, Transportation, among others.
The students learn the skills needed to produce powerful analytics and reports to decision makers to take well informed decisions adding value to the organization. To accomplish these goals they receive an in-depth training in areas such as

Data Management
Data Mining
Data Visualization
Machine learning
Decision Analysis
Statistics for Data Science "
https://viterbigradadmission.usc.edu/programs/masters/msprograms/computer-science/ms-computer-science-artificial-intelligence/,"The MS degree in Computer Science (Artificial Intelligence), is one of the first programs of its type in the nation, and provides students with rigorous training in the theories and applications of deep learning and artificial intelligence. Topics include machine learning, statistics, computer vision, natural language processing, and robotics."
https://www.mccormick.northwestern.edu/analytics/,"The Master of Science in Analytics program at Northwestern University is housed within the Department of Industrial Engineering and Management Sciences, a top 5 department in the nation, and McCormick School of Engineering. Our full-time, 15-month, professional master's degree immerses students in a comprehensive and applied curriculum exploring the underlying data engineering, data science, machine learning, artificial intelligence, and business of analytics. Supplemented by an internship and industry-supplied projects, graduates will be exceptionally well equipped to harness and communicate the full value of data to the organizations they serve. 
Upon graduation, our students will have acquired the necessary skills to:

Identify and assess the opportunities, needs, and constraints of data usage within an organizational context.
Integrate data engineering and data science to maximize the value of data.
Develop and deploy machine learning and artificial intelligence solutions to advance the goals and needs of the client
Design innovative and creative data analytics solutions.
Communicate clearly and persuasively to a variety of audiences.
Lead analytics teams and projects."
https://www.mccormick.northwestern.edu/artificial-intelligence/,"The growth of artificial intelligence and its use in the development of systems that can reason and respond to increasingly complex situations has exploded. This advancement results in an increased demand for individuals who can create complex systems that can partner with, rather than replace or even augment, human users.

Northwestern’s Master of Science in Artificial Intelligence (MSAI) program aims to serve this demand by producing graduates who have exceptional technical skills to create new AI systems and who also understand the nature of the human environments in which the systems they build will be deployed. The goals of our program focus on providing students with both technical skills and design expertise. When they leave, we want our students to:

Understand the depth and breadth of the technologies of artificial intelligence
Identify opportunities where these technologies can be applied in the world today
Know how to design and deploy systems to work in human environments and with business workflow
Communicate clearly and persuasively to a variety of audiences
Lead teams in the design and development of new artificial intelligence technologies and products"
https://mcds.cs.cmu.edu/learn-us,"The Master of Computational Data Science program equips you with the skills and knowledge you need to develop the layers of technology involved in the next generation of massive information system deployments and analyze the data those systems generate. Our curriculum provides a unified vision of very large information systems while preparing you for a professional career at leading IT, software services and social media companies. The MCDS program (founded in 2004 as the MSIT in Very Large Information Systems) trains professional master's students in all aspects of design, engineering and deployment of very large information systems. In the program, you'll delve deeply into topics like databases, distributed algorithms and storage, machine learning, language technologies, software engineering, human-computer interaction, and design. Through core classes and electives, you'll develop a unified vision of very large information systems, while our internship and capstone project requirements ensure that you'll have the knowledge and experience you need to be successful in your professional career.

Housed in the Language Technologies Institute, MCDS draws from faculty members throughout Carnegie Mellon's top-ranked School of Computer Science, including the Computer Science Department, Machine Learning Department and the Human-Computer Interaction Institute. When you graduate, you'll join our cohort of alumni who have become sought-after software engineers, data scientists and project managers at companies like Amazon, Apple, Google, Twitter and Yahoo."
https://msaii.cs.cmu.edu/,"Founded in 2018 as a successor to the M.S. in Biotechnology, Innovation and Computation (MSBIC) program, the MSAII program trains professional master's students to develop large-scale AI solutions. In the program, students delve deeply into topics such as machine learning, natural language processing. Through core classes, knowledge area courses and electives, students are exposed to a wide variety of AI technicues, while our internship and capstone project requirements ensure that you'll have the knowledge and experience you need to be successful in your professional career.

Though housed in the Language Technologies Institute, the MSAII program draws from faculty members throughout Carnegie Mellon's top-ranked School of Computer Science, including the Computer Science Department, Machine Learning Department and the Institute for Software Research."
https://www.ml.cmu.edu/academics/primary-ms-machine-learning-masters.html,"The Master of Science in Machine Learning offers students with a Bachelor's degree the opportunity to improve their training with advanced study in Machine Learning. Incoming students should have good analytic skills and a strong aptitude for mathematics, statistics, and programming.

The program consists primarily of coursework, although students do have the opportunity to engage in research."
https://lsa.umich.edu/stats/masters_students/mastersprograms/data-science-masters-program.html,"Data Science is often viewed as the confluence of (1) Computer and Information Sciences (2) Statistical Sciences, and (3) Domain Expertise. These three pillars are not symmetric: the first two together represent the core methodologies and the techniques used in Data Science, while the third pillar is the application domain to which this methodology is applied. In this program, core data science training is focused on the first two pillars, along with practice in applying their skills to address problems in application domains.

We characterize the required Data Science skills in two categories: statistical skills, such as those taught by the Statistics and Biostatistics departments, and computational skills, such as those taught by the Computer Science and Engineering Division and the School of Information. The design of the program is to require every student to receive balanced training in both areas. To create an academic plan that achieves this balance, and to foster a greater sense of shared community, we do not intend to offer any sub-plans or tracks within the proposed degree program. Rather, we will expect graduates of this program to understand data representation and analysis at an advanced level. 

With the MS in Data Science all students will be able to: identify relevant datasets, apply the appropriate statistical and computational tools to the dataset to answer questions posed by individuals, organizations or governmental agencies, design and evaluate analytical procedures appropriate to the data, and implement these efficiently over large heterogeneous data sets in a multi-computer environment."
https://surveydatascience.isr.umich.edu/master,"Survey and data science combines knowledge from several different fields of study. These fields include sociology, psychology, statistics, and data science. All students are required to take courses from each of these areas. Students will also specialize in either Survey Methods, Survey Statistics, or Data Science. Students will supplement this work with two courses in a cognate field, a Rackham Graduate School requirement. The specific courses a student will take are determined through discussion with the student's faculty adviser. Flexibility in cognate election is allowed, although each Masters degree candidate must complete specific required courses. In addition, students will participate in practical training which includes coursework and a summer internship.

All students must have satisfactory background, in statistical methods. For students not taking the Statistics track, there is a required three-course sequence taught by MPSDS faculty and tailored to the skills required for a career in survey and data science. In addition, all students will gain familiarity with principles of Data Science from a required course in computing and data display that focuses on machine learning. 
The data science area of concentration is designed for students who wish to specialize in the more computational aspects of survey methodology and research involving ""big data,"" including data visualization, management and analysis of large and messy data sets, human-computer interaction in survey research, and machine learning algorithms."
